adm4,local_datetime,subdistrict_name,t,hu,ws,wd,tcc,visibility,weather_desc_en,rain_level,sea_level,tide_height,flood
31.73.04.1002,2024-01-12 15:00:00,kali anyar,32.3,85.38,21.43,SW,45.94,9.58,Thunderstorm,4,0.88,2.92,1
31.73.04.1003,2024-01-12 15:00:00,duri utara,32.3,85.38,21.43,SW,45.94,9.58,Thunderstorm,4,0.88,2.92,1
31.73.04.1004,2024-01-12 15:00:00,tanah sereal,32.3,85.38,21.43,SW,45.94,9.58,Thunderstorm,4,0.88,2.92,1
31.73.04.1005,2024-01-12 15:00:00,krendang,32.3,85.38,21.43,SW,45.94,9.58,Thunderstorm,4,0.88,2.92,1
31.73.04.1006,2024-01-12 15:00:00,jembatan besi,32.3,85.38,21.43,SW,45.94,9.58,Thunderstorm,4,0.88,2.92,1
31.73.04.1007,2024-01-12 15:00:00,angke,32.3,85.38,21.43,SW,45.94,9.58,Thunderstorm,4,0.88,2.92,1
31.73.04.1008,2024-01-12 15:00:00,jembatan lima,32.3,85.38,21.43,SW,45.94,9.58,Thunderstorm,4,0.88,2.92,1
31.73.04.1009,2024-01-12 15:00:00,pekojan,32.3,85.38,21.43,SW,45.94,9.58,Thunderstorm,4,0.88,2.92,1
31.73.04.1010,2024-01-12 15:00:00,roa malaka,32.3,85.38,21.43,SW,45.94,9.58,Thunderstorm,4,0.88,2.92,1
31.73.04.1011,2024-01-12 15:00:00,duri selatan,32.3,85.38,21.43,SW,45.94,9.58,Thunderstorm,4,0.88,2.92,1
31.73.08.1001,2024-01-12 16:00:00,kembangan utara,26.06,89.43,22.77,N,46.87,1.65,Cloudy,0,0.46,2.02,0
31.73.08.1002,2024-01-12 16:00:00,meruya utara,26.06,89.43,22.77,N,46.87,1.65,Cloudy,0,0.46,2.02,0
31.73.08.1003,2024-01-12 16:00:00,meruya selatan,26.06,89.43,22.77,N,46.87,1.65,Cloudy,0,0.46,2.02,0
31.73.08.1004,2024-01-12 16:00:00,srengseng,26.06,89.43,22.77,N,46.87,1.65,Cloudy,0,0.46,2.02,0
31.73.08.1005,2024-01-12 16:00:00,joglo,26.06,89.43,22.77,N,46.87,1.65,Cloudy,0,0.46,2.02,0
31.73.08.1006,2024-01-12 16:00:00,kembangan selatan,26.06,89.43,22.77,N,46.87,1.65,Cloudy,0,0.46,2.02,0
31.73.05.1001,2024-01-12 19:00:00,kebon jeruk,33.0,57.37,15.27,NE,81.92,6.58,Cloudy,0,1.63,2.22,0
31.73.05.1002,2024-01-12 19:00:00,sukabumi utara,33.0,57.37,15.27,NE,81.92,6.58,Cloudy,0,1.63,2.22,0
31.73.05.1003,2024-01-12 19:00:00,sukabumi selatan,33.0,57.37,15.27,NE,81.92,6.58,Cloudy,0,1.63,2.22,0
31.73.05.1004,2024-01-12 19:00:00,kelapa dua,33.0,57.37,15.27,NE,81.92,6.58,Cloudy,0,1.63,2.22,0
31.73.05.1005,2024-01-12 19:00:00,duri kepa,33.0,57.37,15.27,NE,81.92,6.58,Cloudy,0,1.63,2.22,0
31.73.05.1006,2024-01-12 19:00:00,kedoya utara,33.0,57.37,15.27,NE,81.92,6.58,Cloudy,0,1.63,2.22,0
31.73.05.1007,2024-01-12 19:00:00,kedoya selatan,33.0,57.37,15.27,NE,81.92,6.58,Cloudy,0,1.63,2.22,0
31.73.01.1001,2024-01-12 20:00:00,cengkareng barat,32.74,66.41,11.08,S,40.08,5.9,Heavy Rain,3,0.23,0.8,0
31.73.01.1002,2024-01-12 20:00:00,duri kosambi,32.74,66.41,11.08,S,40.08,5.9,Heavy Rain,3,0.23,0.8,0
31.73.01.1003,2024-01-12 20:00:00,rawa buaya,32.74,66.41,11.08,S,40.08,5.9,Heavy Rain,3,0.23,0.8,0
31.73.01.1004,2024-01-12 20:00:00,kedaung kali angke,32.74,66.41,11.08,S,40.08,5.9,Heavy Rain,3,0.23,0.8,0
31.73.01.1005,2024-01-12 20:00:00,kapuk,32.74,66.41,11.08,S,40.08,5.9,Heavy Rain,3,0.23,0.8,0
31.73.01.1006,2024-01-12 20:00:00,cengkareng timur,32.74,66.41,11.08,S,40.08,5.9,Heavy Rain,3,0.23,0.8,0
31.73.01.1001,2024-01-12 21:00:00,cengkareng barat,29.97,71.7,27.99,NW,75.78,2.13,Heavy Rain,3,1.42,0.6,0
31.73.01.1002,2024-01-12 21:00:00,duri kosambi,29.97,71.7,27.99,NW,75.78,2.13,Heavy Rain,3,1.42,0.6,0
31.73.01.1003,2024-01-12 21:00:00,rawa buaya,29.97,71.7,27.99,NW,75.78,2.13,Heavy Rain,3,1.42,0.6,0
31.73.01.1004,2024-01-12 21:00:00,kedaung kali angke,29.97,71.7,27.99,NW,75.78,2.13,Heavy Rain,3,1.42,0.6,0
31.73.01.1005,2024-01-12 21:00:00,kapuk,29.97,71.7,27.99,NW,75.78,2.13,Heavy Rain,3,1.42,0.6,0
31.73.01.1006,2024-01-12 21:00:00,cengkareng timur,29.97,71.7,27.99,NW,75.78,2.13,Heavy Rain,3,1.42,0.6,0
31.73.05.1001,2024-01-12 22:00:00,kebon jeruk,30.01,54.43,24.83,W,47.8,3.61,Rain,2,1.19,1.64,1
31.73.05.1002,2024-01-12 22:00:00,sukabumi utara,30.01,54.43,24.83,W,47.8,3.61,Rain,2,1.19,1.64,1
31.73.05.1003,2024-01-12 22:00:00,sukabumi selatan,30.01,54.43,24.83,W,47.8,3.61,Rain,2,1.19,1.64,1
31.73.05.1004,2024-01-12 22:00:00,kelapa dua,30.01,54.43,24.83,W,47.8,3.61,Rain,2,1.19,1.64,1
31.73.05.1005,2024-01-12 22:00:00,duri kepa,30.01,54.43,24.83,W,47.8,3.61,Rain,2,1.19,1.64,1
31.73.05.1006,2024-01-12 22:00:00,kedoya utara,30.01,54.43,24.83,W,47.8,3.61,Rain,2,1.19,1.64,1
31.73.05.1007,2024-01-12 22:00:00,kedoya selatan,30.01,54.43,24.83,W,47.8,3.61,Rain,2,1.19,1.64,1
31.73.05.1001,2024-01-12 23:00:00,kebon jeruk,30.65,61.03,20.92,NE,62.05,3.15,Clear,0,1.82,0.94,0
31.73.05.1002,2024-01-12 23:00:00,sukabumi utara,30.65,61.03,20.92,NE,62.05,3.15,Clear,0,1.82,0.94,0
31.73.05.1003,2024-01-12 23:00:00,sukabumi selatan,30.65,61.03,20.92,NE,62.05,3.15,Clear,0,1.82,0.94,0
31.73.05.1004,2024-01-12 23:00:00,kelapa dua,30.65,61.03,20.92,NE,62.05,3.15,Clear,0,1.82,0.94,0
31.73.05.1005,2024-01-12 23:00:00,duri kepa,30.65,61.03,20.92,NE,62.05,3.15,Clear,0,1.82,0.94,0
31.73.05.1006,2024-01-12 23:00:00,kedoya utara,30.65,61.03,20.92,NE,62.05,3.15,Clear,0,1.82,0.94,0
31.73.05.1007,2024-01-12 23:00:00,kedoya selatan,30.65,61.03,20.92,NE,62.05,3.15,Clear,0,1.82,0.94,0
31.73.05.1001,2024-01-13 00:00:00,kebon jeruk,25.75,79.91,21.43,W,84.94,2.92,Rain,2,0.33,1.92,0
31.73.05.1002,2024-01-13 00:00:00,sukabumi utara,25.75,79.91,21.43,W,84.94,2.92,Rain,2,0.33,1.92,0
31.73.05.1003,2024-01-13 00:00:00,sukabumi selatan,25.75,79.91,21.43,W,84.94,2.92,Rain,2,0.33,1.92,0
31.73.05.1004,2024-01-13 00:00:00,kelapa dua,25.75,79.91,21.43,W,84.94,2.92,Rain,2,0.33,1.92,0
31.73.05.1005,2024-01-13 00:00:00,duri kepa,25.75,79.91,21.43,W,84.94,2.92,Rain,2,0.33,1.92,0
31.73.05.1006,2024-01-13 00:00:00,kedoya utara,25.75,79.91,21.43,W,84.94,2.92,Rain,2,0.33,1.92,0
31.73.05.1007,2024-01-13 00:00:00,kedoya selatan,25.75,79.91,21.43,W,84.94,2.92,Rain,2,0.33,1.92,0
31.73.08.1001,2024-01-13 01:00:00,kembangan utara,33.14,86.78,13.85,W,82.37,4.7,Clear,0,1.11,0.44,0
31.73.08.1002,2024-01-13 01:00:00,meruya utara,33.14,86.78,13.85,W,82.37,4.7,Clear,0,1.11,0.44,0
31.73.08.1003,2024-01-13 01:00:00,meruya selatan,33.14,86.78,13.85,W,82.37,4.7,Clear,0,1.11,0.44,0
31.73.08.1004,2024-01-13 01:00:00,srengseng,33.14,86.78,13.85,W,82.37,4.7,Clear,0,1.11,0.44,0
31.73.08.1005,2024-01-13 01:00:00,joglo,33.14,86.78,13.85,W,82.37,4.7,Clear,0,1.11,0.44,0
31.73.08.1006,2024-01-13 01:00:00,kembangan selatan,33.14,86.78,13.85,W,82.37,4.7,Clear,0,1.11,0.44,0
31.73.04.1001,2024-01-13 02:00:00,tambora,28.19,99.92,27.63,SE,87.98,7.34,Cloudy,0,1.77,2.0,0
31.73.04.1002,2024-01-13 02:00:00,kali anyar,28.19,99.92,27.63,SE,87.98,7.34,Cloudy,0,1.77,2.0,0
31.73.04.1003,2024-01-13 02:00:00,duri utara,28.19,99.92,27.63,SE,87.98,7.34,Cloudy,0,1.77,2.0,0
31.73.04.1004,2024-01-13 02:00:00,tanah sereal,28.19,99.92,27.63,SE,87.98,7.34,Cloudy,0,1.77,2.0,0
31.73.04.1005,2024-01-13 02:00:00,krendang,28.19,99.92,27.63,SE,87.98,7.34,Cloudy,0,1.77,2.0,0
31.73.04.1006,2024-01-13 02:00:00,jembatan besi,28.19,99.92,27.63,SE,87.98,7.34,Cloudy,0,1.77,2.0,0
31.73.04.1007,2024-01-13 02:00:00,angke,28.19,99.92,27.63,SE,87.98,7.34,Cloudy,0,1.77,2.0,0
31.73.04.1008,2024-01-13 02:00:00,jembatan lima,28.19,99.92,27.63,SE,87.98,7.34,Cloudy,0,1.77,2.0,0
31.73.04.1009,2024-01-13 02:00:00,pekojan,28.19,99.92,27.63,SE,87.98,7.34,Cloudy,0,1.77,2.0,0
31.73.04.1010,2024-01-13 02:00:00,roa malaka,28.19,99.92,27.63,SE,87.98,7.34,Cloudy,0,1.77,2.0,0
31.73.04.1011,2024-01-13 02:00:00,duri selatan,28.19,99.92,27.63,SE,87.98,7.34,Cloudy,0,1.77,2.0,0
31.73.01.1001,2024-01-13 03:00:00,cengkareng barat,27.83,96.66,20.84,N,15.37,2.96,Heavy Rain,3,0.88,0.92,1
31.73.01.1002,2024-01-13 03:00:00,duri kosambi,27.83,96.66,20.84,N,15.37,2.96,Heavy Rain,3,0.88,0.92,1
31.73.01.1003,2024-01-13 03:00:00,rawa buaya,27.83,96.66,20.84,N,15.37,2.96,Heavy Rain,3,0.88,0.92,1
31.73.01.1004,2024-01-13 03:00:00,kedaung kali angke,27.83,96.66,20.84,N,15.37,2.96,Heavy Rain,3,0.88,0.92,1
31.73.01.1005,2024-01-13 03:00:00,kapuk,27.83,96.66,20.84,N,15.37,2.96,Heavy Rain,3,0.88,0.92,1
31.73.01.1006,2024-01-13 03:00:00,cengkareng timur,27.83,96.66,20.84,N,15.37,2.96,Heavy Rain,3,0.88,0.92,1
31.73.08.1001,2024-01-13 04:00:00,kembangan utara,29.19,82.13,21.87,SE,72.28,4.3,Heavy Rain,3,1.02,0.1,0
31.73.08.1002,2024-01-13 04:00:00,meruya utara,29.19,82.13,21.87,SE,72.28,4.3,Heavy Rain,3,1.02,0.1,0
31.73.08.1003,2024-01-13 04:00:00,meruya selatan,29.19,82.13,21.87,SE,72.28,4.3,Heavy Rain,3,1.02,0.1,0
31.73.08.1004,2024-01-13 04:00:00,srengseng,29.19,82.13,21.87,SE,72.28,4.3,Heavy Rain,3,1.02,0.1,0
31.73.08.1005,2024-01-13 04:00:00,joglo,29.19,82.13,21.87,SE,72.28,4.3,Heavy Rain,3,1.02,0.1,0
31.73.08.1006,2024-01-13 04:00:00,kembangan selatan,29.19,82.13,21.87,SE,72.28,4.3,Heavy Rain,3,1.02,0.1,0
31.73.05.1001,2024-01-13 05:00:00,kebon jeruk,24.47,71.06,25.85,N,22.6,4.52,Cloudy,0,0.23,0.47,0
31.73.05.1002,2024-01-13 05:00:00,sukabumi utara,24.47,71.06,25.85,N,22.6,4.52,Cloudy,0,0.23,0.47,0
31.73.05.1003,2024-01-13 05:00:00,sukabumi selatan,24.47,71.06,25.85,N,22.6,4.52,Cloudy,0,0.23,0.47,0
31.73.05.1004,2024-01-13 05:00:00,kelapa dua,24.47,71.06,25.85,N,22.6,4.52,Cloudy,0,0.23,0.47,0
31.73.05.1005,2024-01-13 05:00:00,duri kepa,24.47,71.06,25.85,N,22.6,4.52,Cloudy,0,0.23,0.47,0
31.73.05.1006,2024-01-13 05:00:00,kedoya utara,24.47,71.06,25.85,N,22.6,4.52,Cloudy,0,0.23,0.47,0
31.73.05.1007,2024-01-13 05:00:00,kedoya selatan,24.47,71.06,25.85,N,22.6,4.52,Cloudy,0,0.23,0.47,0
31.73.01.1001,2024-01-13 06:00:00,cengkareng barat,25.66,81.81,8.22,W,47.42,9.79,Rain,2,0.63,2.81,1
31.73.01.1002,2024-01-13 06:00:00,duri kosambi,25.66,81.81,8.22,W,47.42,9.79,Rain,2,0.63,2.81,1
31.73.01.1003,2024-01-13 06:00:00,rawa buaya,25.66,81.81,8.22,W,47.42,9.79,Rain,2,0.63,2.81,1
31.73.01.1004,2024-01-13 06:00:00,kedaung kali angke,25.66,81.81,8.22,W,47.42,9.79,Rain,2,0.63,2.81,1
31.73.01.1005,2024-01-13 06:00:00,kapuk,25.66,81.81,8.22,W,47.42,9.79,Rain,2,0.63,2.81,1
31.73.01.1006,2024-01-13 06:00:00,cengkareng timur,25.66,81.81,8.22,W,47.42,9.79,Rain,2,0.63,2.81,1
31.73.08.1001,2024-01-13 07:00:00,kembangan utara,31.38,89.28,24.21,SW,59.37,9.59,Rain,2,0.72,2.62,1
31.73.08.1002,2024-01-13 07:00:00,meruya utara,31.38,89.28,24.21,SW,59.37,9.59,Rain,2,0.72,2.62,1
31.73.08.1003,2024-01-13 07:00:00,meruya selatan,31.38,89.28,24.21,SW,59.37,9.59,Rain,2,0.72,2.62,1
31.73.08.1004,2024-01-13 07:00:00,srengseng,31.38,89.28,24.21,SW,59.37,9.59,Rain,2,0.72,2.62,1
31.73.08.1005,2024-01-13 07:00:00,joglo,31.38,89.28,24.21,SW,59.37,9.59,Rain,2,0.72,2.62,1
31.73.08.1006,2024-01-13 07:00:00,kembangan selatan,31.38,89.28,24.21,SW,59.37,9.59,Rain,2,0.72,2.62,1
31.73.04.1001,2024-01-13 08:00:00,tambora,24.83,55.92,5.86,NW,46.25,8.2,Light Rain,1,1.9,0.78,1
31.73.04.1002,2024-01-13 08:00:00,kali anyar,24.83,55.92,5.86,NW,46.25,8.2,Light Rain,1,1.9,0.78,1
31.73.04.1003,2024-01-13 08:00:00,duri utara,24.83,55.92,5.86,NW,46.25,8.2,Light Rain,1,1.9,0.78,1
31.73.04.1004,2024-01-13 08:00:00,tanah sereal,24.83,55.92,5.86,NW,46.25,8.2,Light Rain,1,1.9,0.78,1
31.73.04.1005,2024-01-13 08:00:00,krendang,24.83,55.92,5.86,NW,46.25,8.2,Light Rain,1,1.9,0.78,1
31.73.04.1006,2024-01-13 08:00:00,jembatan besi,24.83,55.92,5.86,NW,46.25,8.2,Light Rain,1,1.9,0.78,1
31.73.04.1007,2024-01-13 08:00:00,angke,24.83,55.92,5.86,NW,46.25,8.2,Light Rain,1,1.9,0.78,1
31.73.04.1008,2024-01-13 08:00:00,jembatan lima,24.83,55.92,5.86,NW,46.25,8.2,Light Rain,1,1.9,0.78,1
31.73.04.1009,2024-01-13 08:00:00,pekojan,24.83,55.92,5.86,NW,46.25,8.2,Light Rain,1,1.9,0.78,1
31.73.04.1010,2024-01-13 08:00:00,roa malaka,24.83,55.92,5.86,NW,46.25,8.2,Light Rain,1,1.9,0.78,1
31.73.04.1011,2024-01-13 08:00:00,duri selatan,24.83,55.92,5.86,NW,46.25,8.2,Light Rain,1,1.9,0.78,1
31.73.08.1001,2024-01-13 09:00:00,kembangan utara,30.03,70.5,10.36,S,56.77,3.17,Clear,0,0.64,2.36,0
31.73.08.1002,2024-01-13 09:00:00,meruya utara,30.03,70.5,10.36,S,56.77,3.17,Clear,0,0.64,2.36,0
31.73.08.1003,2024-01-13 09:00:00,meruya selatan,30.03,70.5,10.36,S,56.77,3.17,Clear,0,0.64,2.36,0
31.73.08.1004,2024-01-13 09:00:00,srengseng,30.03,70.5,10.36,S,56.77,3.17,Clear,0,0.64,2.36,0
31.73.08.1005,2024-01-13 09:00:00,joglo,30.03,70.5,10.36,S,56.77,3.17,Clear,0,0.64,2.36,0
31.73.08.1006,2024-01-13 09:00:00,kembangan selatan,30.03,70.5,10.36,S,56.77,3.17,Clear,0,0.64,2.36,0
31.73.04.1001,2024-01-13 10:00:00,tambora,26.45,91.99,10.07,W,99.69,1.61,Rain,2,0.98,1.86,1
31.73.04.1002,2024-01-13 10:00:00,kali anyar,26.45,91.99,10.07,W,99.69,1.61,Rain,2,0.98,1.86,1
31.73.04.1003,2024-01-13 10:00:00,duri utara,26.45,91.99,10.07,W,99.69,1.61,Rain,2,0.98,1.86,1
31.73.04.1004,2024-01-13 10:00:00,tanah sereal,26.45,91.99,10.07,W,99.69,1.61,Rain,2,0.98,1.86,1
31.73.04.1005,2024-01-13 10:00:00,krendang,26.45,91.99,10.07,W,99.69,1.61,Rain,2,0.98,1.86,1
31.73.04.1006,2024-01-13 10:00:00,jembatan besi,26.45,91.99,10.07,W,99.69,1.61,Rain,2,0.98,1.86,1
31.73.04.1007,2024-01-13 10:00:00,angke,26.45,91.99,10.07,W,99.69,1.61,Rain,2,0.98,1.86,1
31.73.04.1008,2024-01-13 10:00:00,jembatan lima,26.45,91.99,10.07,W,99.69,1.61,Rain,2,0.98,1.86,1
31.73.04.1009,2024-01-13 10:00:00,pekojan,26.45,91.99,10.07,W,99.69,1.61,Rain,2,0.98,1.86,1
31.73.04.1010,2024-01-13 10:00:00,roa malaka,26.45,91.99,10.07,W,99.69,1.61,Rain,2,0.98,1.86,1
31.73.04.1011,2024-01-13 10:00:00,duri selatan,26.45,91.99,10.07,W,99.69,1.61,Rain,2,0.98,1.86,1
31.73.05.1001,2024-01-13 11:00:00,kebon jeruk,27.89,69.19,29.36,N,22.17,3.85,Cloudy,0,1.38,2.92,0
31.73.05.1002,2024-01-13 11:00:00,sukabumi utara,27.89,69.19,29.36,N,22.17,3.85,Cloudy,0,1.38,2.92,0
31.73.05.1003,2024-01-13 11:00:00,sukabumi selatan,27.89,69.19,29.36,N,22.17,3.85,Cloudy,0,1.38,2.92,0
31.73.05.1004,2024-01-13 11:00:00,kelapa dua,27.89,69.19,29.36,N,22.17,3.85,Cloudy,0,1.38,2.92,0
31.73.05.1005,2024-01-13 11:00:00,duri kepa,27.89,69.19,29.36,N,22.17,3.85,Cloudy,0,1.38,2.92,0
31.73.05.1006,2024-01-13 11:00:00,kedoya utara,27.89,69.19,29.36,N,22.17,3.85,Cloudy,0,1.38,2.92,0
31.73.05.1007,2024-01-13 11:00:00,kedoya selatan,27.89,69.19,29.36,N,22.17,3.85,Cloudy,0,1.38,2.92,0
31.73.04.1001,2024-01-13 12:00:00,tambora,26.89,78.59,25.7,N,70.79,3.4,Rain,2,0.41,1.18,0
31.73.04.1002,2024-01-13 12:00:00,kali anyar,26.89,78.59,25.7,N,70.79,3.4,Rain,2,0.41,1.18,0
31.73.04.1003,2024-01-13 12:00:00,duri utara,26.89,78.59,25.7,N,70.79,3.4,Rain,2,0.41,1.18,0
31.73.04.1004,2024-01-13 12:00:00,tanah sereal,26.89,78.59,25.7,N,70.79,3.4,Rain,2,0.41,1.18,0
31.73.04.1005,2024-01-13 12:00:00,krendang,26.89,78.59,25.7,N,70.79,3.4,Rain,2,0.41,1.18,0
31.73.04.1006,2024-01-13 12:00:00,jembatan besi,26.89,78.59,25.7,N,70.79,3.4,Rain,2,0.41,1.18,0
31.73.04.1007,2024-01-13 12:00:00,angke,26.89,78.59,25.7,N,70.79,3.4,Rain,2,0.41,1.18,0
31.73.04.1008,2024-01-13 12:00:00,jembatan lima,26.89,78.59,25.7,N,70.79,3.4,Rain,2,0.41,1.18,0
31.73.04.1009,2024-01-13 12:00:00,pekojan,26.89,78.59,25.7,N,70.79,3.4,Rain,2,0.41,1.18,0
31.73.04.1010,2024-01-13 12:00:00,roa malaka,26.89,78.59,25.7,N,70.79,3.4,Rain,2,0.41,1.18,0
31.73.04.1011,2024-01-13 12:00:00,duri selatan,26.89,78.59,25.7,N,70.79,3.4,Rain,2,0.41,1.18,0
31.73.01.1001,2024-01-13 13:00:00,cengkareng barat,27.56,79.39,21.04,N,45.64,5.55,Heavy Rain,3,1.02,2.08,0
31.73.01.1002,2024-01-13 13:00:00,duri kosambi,27.56,79.39,21.04,N,45.64,5.55,Heavy Rain,3,1.02,2.08,0
31.73.01.1003,2024-01-13 13:00:00,rawa buaya,27.56,79.39,21.04,N,45.64,5.55,Heavy Rain,3,1.02,2.08,0
31.73.01.1004,2024-01-13 13:00:00,kedaung kali angke,27.56,79.39,21.04,N,45.64,5.55,Heavy Rain,3,1.02,2.08,0
31.73.01.1005,2024-01-13 13:00:00,kapuk,27.56,79.39,21.04,N,45.64,5.55,Heavy Rain,3,1.02,2.08,0
31.73.01.1006,2024-01-13 13:00:00,cengkareng timur,27.56,79.39,21.04,N,45.64,5.55,Heavy Rain,3,1.02,2.08,0
31.73.05.1001,2024-01-13 14:00:00,kebon jeruk,31.19,59.22,21.81,W,21.97,8.0,Clear,0,1.5,0.28,0
31.73.05.1002,2024-01-13 14:00:00,sukabumi utara,31.19,59.22,21.81,W,21.97,8.0,Clear,0,1.5,0.28,0
31.73.05.1003,2024-01-13 14:00:00,sukabumi selatan,31.19,59.22,21.81,W,21.97,8.0,Clear,0,1.5,0.28,0
31.73.05.1004,2024-01-13 14:00:00,kelapa dua,31.19,59.22,21.81,W,21.97,8.0,Clear,0,1.5,0.28,0
31.73.05.1005,2024-01-13 14:00:00,duri kepa,31.19,59.22,21.81,W,21.97,8.0,Clear,0,1.5,0.28,0
31.73.05.1006,2024-01-13 14:00:00,kedoya utara,31.19,59.22,21.81,W,21.97,8.0,Clear,0,1.5,0.28,0
31.73.05.1007,2024-01-13 14:00:00,kedoya selatan,31.19,59.22,21.81,W,21.97,8.0,Clear,0,1.5,0.28,0
31.73.01.1001,2024-01-13 15:00:00,cengkareng barat,26.97,68.11,16.86,NE,24.29,8.72,Thunderstorm,4,1.75,1.25,1
31.73.01.1002,2024-01-13 15:00:00,duri kosambi,26.97,68.11,16.86,NE,24.29,8.72,Thunderstorm,4,1.75,1.25,1
31.73.01.1003,2024-01-13 15:00:00,rawa buaya,26.97,68.11,16.86,NE,24.29,8.72,Thunderstorm,4,1.75,1.25,1
31.73.01.1004,2024-01-13 15:00:00,kedaung kali angke,26.97,68.11,16.86,NE,24.29,8.72,Thunderstorm,4,1.75,1.25,1
31.73.01.1005,2024-01-13 15:00:00,kapuk,26.97,68.11,16.86,NE,24.29,8.72,Thunderstorm,4,1.75,1.25,1
31.73.01.1006,2024-01-13 15:00:00,cengkareng timur,26.97,68.11,16.86,NE,24.29,8.72,Thunderstorm,4,1.75,1.25,1
31.73.04.1001,2024-01-13 18:00:00,tambora,30.64,51.21,11.42,S,91.63,7.19,Heavy Rain,3,0.34,0.93,0
31.73.04.1002,2024-01-13 18:00:00,kali anyar,30.64,51.21,11.42,S,91.63,7.19,Heavy Rain,3,0.34,0.93,0
31.73.04.1003,2024-01-13 18:00:00,duri utara,30.64,51.21,11.42,S,91.63,7.19,Heavy Rain,3,0.34,0.93,0
31.73.04.1004,2024-01-13 18:00:00,tanah sereal,30.64,51.21,11.42,S,91.63,7.19,Heavy Rain,3,0.34,0.93,0
31.73.04.1005,2024-01-13 18:00:00,krendang,30.64,51.21,11.42,S,91.63,7.19,Heavy Rain,3,0.34,0.93,0
31.73.04.1006,2024-01-13 18:00:00,jembatan besi,30.64,51.21,11.42,S,91.63,7.19,Heavy Rain,3,0.34,0.93,0
31.73.04.1007,2024-01-13 18:00:00,angke,30.64,51.21,11.42,S,91.63,7.19,Heavy Rain,3,0.34,0.93,0
31.73.04.1008,2024-01-13 18:00:00,jembatan lima,30.64,51.21,11.42,S,91.63,7.19,Heavy Rain,3,0.34,0.93,0
31.73.04.1009,2024-01-13 18:00:00,pekojan,30.64,51.21,11.42,S,91.63,7.19,Heavy Rain,3,0.34,0.93,0
31.73.04.1010,2024-01-13 18:00:00,roa malaka,30.64,51.21,11.42,S,91.63,7.19,Heavy Rain,3,0.34,0.93,0
31.73.04.1011,2024-01-13 18:00:00,duri selatan,30.64,51.21,11.42,S,91.63,7.19,Heavy Rain,3,0.34,0.93,0
31.73.04.1001,2024-01-13 21:00:00,tambora,26.15,75.9,22.03,SW,41.99,7.31,Heavy Rain,3,1.57,1.97,0
31.73.04.1002,2024-01-13 21:00:00,kali anyar,26.15,75.9,22.03,SW,41.99,7.31,Heavy Rain,3,1.57,1.97,0
31.73.04.1003,2024-01-13 21:00:00,duri utara,26.15,75.9,22.03,SW,41.99,7.31,Heavy Rain,3,1.57,1.97,0
31.73.04.1004,2024-01-13 21:00:00,tanah sereal,26.15,75.9,22.03,SW,41.99,7.31,Heavy Rain,3,1.57,1.97,0
31.73.04.1005,2024-01-13 21:00:00,krendang,26.15,75.9,22.03,SW,41.99,7.31,Heavy Rain,3,1.57,1.97,0
31.73.04.1006,2024-01-13 21:00:00,jembatan besi,26.15,75.9,22.03,SW,41.99,7.31,Heavy Rain,3,1.57,1.97,0
31.73.04.1007,2024-01-13 21:00:00,angke,26.15,75.9,22.03,SW,41.99,7.31,Heavy Rain,3,1.57,1.97,0
31.73.04.1008,2024-01-13 21:00:00,jembatan lima,26.15,75.9,22.03,SW,41.99,7.31,Heavy Rain,3,1.57,1.97,0
31.73.04.1009,2024-01-13 21:00:00,pekojan,26.15,75.9,22.03,SW,41.99,7.31,Heavy Rain,3,1.57,1.97,0
31.73.04.1010,2024-01-13 21:00:00,roa malaka,26.15,75.9,22.03,SW,41.99,7.31,Heavy Rain,3,1.57,1.97,0
31.73.04.1011,2024-01-13 21:00:00,duri selatan,26.15,75.9,22.03,SW,41.99,7.31,Heavy Rain,3,1.57,1.97,0
31.73.05.1001,2024-01-13 22:00:00,kebon jeruk,24.31,64.94,11.53,SW,70.23,1.09,Cloudy,0,0.6,1.18,0
31.73.05.1002,2024-01-13 22:00:00,sukabumi utara,24.31,64.94,11.53,SW,70.23,1.09,Cloudy,0,0.6,1.18,0
31.73.05.1003,2024-01-13 22:00:00,sukabumi selatan,24.31,64.94,11.53,SW,70.23,1.09,Cloudy,0,0.6,1.18,0
31.73.05.1004,2024-01-13 22:00:00,kelapa dua,24.31,64.94,11.53,SW,70.23,1.09,Cloudy,0,0.6,1.18,0
31.73.05.1005,2024-01-13 22:00:00,duri kepa,24.31,64.94,11.53,SW,70.23,1.09,Cloudy,0,0.6,1.18,0
31.73.05.1006,2024-01-13 22:00:00,kedoya utara,24.31,64.94,11.53,SW,70.23,1.09,Cloudy,0,0.6,1.18,0
31.73.05.1007,2024-01-13 22:00:00,kedoya selatan,24.31,64.94,11.53,SW,70.23,1.09,Cloudy,0,0.6,1.18,0
31.73.01.1001,2024-01-14 00:00:00,cengkareng barat,29.95,62.96,25.17,S,47.66,3.96,Thunderstorm,4,1.47,0.16,1
31.73.01.1002,2024-01-14 00:00:00,duri kosambi,29.95,62.96,25.17,S,47.66,3.96,Thunderstorm,4,1.47,0.16,1
31.73.01.1003,2024-01-14 00:00:00,rawa buaya,29.95,62.96,25.17,S,47.66,3.96,Thunderstorm,4,1.47,0.16,1
31.73.01.1004,2024-01-14 00:00:00,kedaung kali angke,29.95,62.96,25.17,S,47.66,3.96,Thunderstorm,4,1.47,0.16,1
