adm4,local_datetime,subdistrict_name,t,hu,ws,wd,tcc,visibility,weather_desc_en,rain_level,sea_level,tide_height,flood
31.73.08.1001,2024-01-08 17:00:00,kembangan utara,29.95,82.29,10.76,E,66.83,7.24,Clear,0.0,0.78,1.42,0.0
31.73.08.1002,2024-01-08 17:00:00,meruya utara,29.95,82.29,10.76,E,66.83,7.24,Clear,0.0,0.78,1.42,0.0
31.73.08.1003,2024-01-08 17:00:00,meruya selatan,29.95,82.29,10.76,E,66.83,7.24,Clear,0.0,0.78,1.42,0.0
31.73.08.1004,2024-01-08 17:00:00,srengseng,74.3502402046549,390.8676653453076,31.99720154880649,E,233.3042780047459,23.894133291452494,Clear,0.0,3.3507043294559185,6.823774440282017,0.0
31.73.08.1005,2024-01-08 17:00:00,joglo,78.95523010558713,257.49440181030326,38.05968716395339,E,199.90234457281488,28.915030902250244,Clear,0.0,3.7581204058041147,6.38414559793078,0.0
31.73.08.1006,2024-01-08 17:00:00,kembangan selatan,29.95,82.29,10.76,E,66.83,7.24,Clear,0.0,0.78,1.42,0.0
31.73.01.1001,2024-01-08 19:00:00,cengkareng barat,31.5,90.8,7.21,S,63.87,9.96,Cloudy,0.0,1.15,1.54,0.0
31.73.01.1002,2024-01-08 19:00:00,duri kosambi,31.5,90.8,7.21,S,63.87,9.96,Cloudy,0.0,1.15,1.54,0.0
31.73.01.1003,2024-01-08 19:00:00,rawa buaya,31.5,90.8,7.21,S,63.87,9.96,Cloudy,0.0,1.15,1.54,0.0
31.73.01.1004,2024-01-08 19:00:00,kedaung kali angke,31.5,90.8,7.21,S,63.87,9.96,Cloudy,0.0,1.15,1.54,0.0
31.73.01.1005,2024-01-08 19:00:00,kapuk,31.5,90.8,7.21,S,63.87,9.96,Cloudy,0.0,1.15,1.54,0.0
31.73.01.1006,2024-01-08 19:00:00,cengkareng timur,31.5,90.8,7.21,S,63.87,9.96,Cloudy,0.0,1.15,1.54,0.0
31.73.05.1001,2024-01-08 20:00:00,kebon jeruk,26.1,93.07,5.75,N,47.27,3.59,Heavy Rain,3.0,1.65,2.54,0.0
31.73.05.1002,2024-01-08 20:00:00,sukabumi utara,26.1,93.07,5.75,N,47.27,3.59,Heavy Rain,3.0,1.65,2.54,0.0
31.73.05.1003,2024-01-08 20:00:00,sukabumi selatan,26.1,93.07,5.75,N,47.27,3.59,Heavy Rain,3.0,1.65,2.54,0.0
31.73.05.1004,2024-01-08 20:00:00,kelapa dua,26.1,93.07,5.75,N,47.27,3.59,Heavy Rain,3.0,1.65,2.54,0.0
31.73.05.1005,2024-01-08 20:00:00,duri kepa,26.1,93.07,5.75,N,47.27,3.59,Heavy Rain,3.0,1.65,2.54,0.0
31.73.05.1006,2024-01-08 20:00:00,kedoya utara,26.1,93.07,5.75,N,47.27,3.59,Heavy Rain,3.0,1.65,2.54,0.0
31.73.05.1007,2024-01-08 20:00:00,kedoya selatan,26.1,93.07,5.75,N,47.27,3.59,Heavy Rain,3.0,1.65,2.54,0.0
31.73.04.1001,2024-01-08 21:00:00,tambora,32.98,92.33,27.55,SE,96.22,5.84,Thunderstorm,4.0,1.92,2.42,1.0
31.73.04.1002,2024-01-08 21:00:00,kali anyar,32.98,92.33,27.55,SE,96.22,5.84,Thunderstorm,4.0,1.92,2.42,1.0
31.73.04.1003,2024-01-08 21:00:00,duri utara,32.98,92.33,27.55,SE,96.22,5.84,Thunderstorm,4.0,1.92,2.42,1.0
31.73.04.1004,2024-01-08 21:00:00,tanah sereal,32.98,92.33,27.55,SE,96.22,5.84,Thunderstorm,4.0,1.92,2.42,1.0
31.73.04.1005,2024-01-08 21:00:00,krendang,32.98,92.33,27.55,SE,96.22,5.84,Thunderstorm,4.0,1.92,2.42,1.0
31.73.04.1006,2024-01-08 21:00:00,jembatan besi,32.98,92.33,27.55,SE,96.22,5.84,Thunderstorm,4.0,1.92,2.42,1.0
31.73.04.1007,2024-01-08 21:00:00,angke,32.98,92.33,27.55,SE,96.22,5.84,Thunderstorm,4.0,1.92,2.42,1.0
31.73.04.1008,2024-01-08 21:00:00,jembatan lima,32.98,92.33,27.55,SE,96.22,5.84,Thunderstorm,4.0,1.92,2.42,1.0
31.73.04.1009,2024-01-08 21:00:00,pekojan,32.98,92.33,27.55,SE,96.22,5.84,Thunderstorm,4.0,1.92,2.42,1.0
31.73.04.1010,2024-01-08 21:00:00,roa malaka,32.98,92.33,27.55,SE,96.22,5.84,Thunderstorm,4.0,1.92,2.42,1.0
31.73.04.1011,2024-01-08 21:00:00,duri selatan,32.98,92.33,27.55,SE,96.22,5.84,Thunderstorm,4.0,1.92,2.42,1.0
31.73.05.1001,2024-01-08 22:00:00,kebon jeruk,26.05,95.95,3.05,N,58.7,5.8,Rain,2.0,1.61,1.29,0.0
31.73.05.1002,2024-01-08 22:00:00,sukabumi utara,26.05,95.95,3.05,N,58.7,5.8,Rain,2.0,1.61,1.29,0.0
31.73.05.1003,2024-01-08 22:00:00,sukabumi selatan,26.05,95.95,3.05,N,58.7,5.8,Rain,2.0,1.61,1.29,0.0
31.73.05.1004,2024-01-08 22:00:00,kelapa dua,26.05,95.95,3.05,N,58.7,5.8,Rain,2.0,1.61,1.29,0.0
31.73.05.1005,2024-01-08 22:00:00,duri kepa,26.05,95.95,3.05,N,58.7,5.8,Rain,2.0,1.61,1.29,0.0
31.73.05.1006,2024-01-08 22:00:00,kedoya utara,26.05,95.95,3.05,N,58.7,5.8,Rain,2.0,1.61,1.29,0.0
31.73.05.1007,2024-01-08 22:00:00,kedoya selatan,93.24569095673675,335.92538571943203,14.672444757677104,N,272.4432613919214,24.022451019039256,Rain,7.465244264331034,4.438943785183058,2.611589910018378,0.0
31.73.01.1001,2024-01-08 23:00:00,cengkareng barat,25.91,62.61,15.18,SE,64.46,4.65,Cloudy,0.0,1.25,0.77,0.0
31.73.01.1002,2024-01-08 23:00:00,duri kosambi,25.91,62.61,15.18,SE,64.46,4.65,Cloudy,0.0,1.25,0.77,0.0
31.73.01.1003,2024-01-08 23:00:00,rawa buaya,25.91,62.61,15.18,SE,64.46,4.65,Cloudy,0.0,1.25,0.77,0.0
31.73.01.1004,2024-01-08 23:00:00,kedaung kali angke,25.91,62.61,15.18,SE,64.46,4.65,Cloudy,0.0,1.25,0.77,0.0
31.73.01.1005,2024-01-08 23:00:00,kapuk,25.91,62.61,15.18,SE,64.46,4.65,Cloudy,0.0,1.25,0.77,0.0
31.73.01.1006,2024-01-08 23:00:00,cengkareng timur,109.04281550875442,280.02237380093067,43.352012762566666,SE,303.3487873876795,17.362699303454953,Cloudy,0.0,5.530498124174055,3.6912613833189405,0.0
31.73.04.1001,2024-01-09 00:00:00,tambora,24.37,87.75,6.63,SW,29.84,2.52,Clear,0.0,1.04,1.28,0.0
31.73.04.1002,2024-01-09 00:00:00,kali anyar,24.37,87.75,6.63,SW,29.84,2.52,Clear,0.0,1.04,1.28,0.0
31.73.04.1003,2024-01-09 00:00:00,duri utara,24.37,87.75,6.63,SW,29.84,2.52,Clear,0.0,1.04,1.28,0.0
31.73.04.1004,2024-01-09 00:00:00,tanah sereal,24.37,87.75,6.63,SW,29.84,2.52,Clear,0.0,1.04,1.28,0.0
31.73.04.1005,2024-01-09 00:00:00,krendang,24.37,87.75,6.63,SW,29.84,2.52,Clear,0.0,1.04,1.28,0.0
31.73.04.1006,2024-01-09 00:00:00,jembatan besi,24.37,87.75,6.63,SW,29.84,2.52,Clear,0.0,1.04,1.28,0.0
31.73.04.1007,2024-01-09 00:00:00,angke,24.37,87.75,6.63,SW,29.84,2.52,Clear,0.0,1.04,1.28,0.0
31.73.04.1008,2024-01-09 00:00:00,jembatan lima,24.37,87.75,6.63,SW,29.84,2.52,Clear,0.0,1.04,1.28,0.0
31.73.04.1009,2024-01-09 00:00:00,pekojan,24.37,87.75,6.63,SW,29.84,2.52,Clear,0.0,1.04,1.28,0.0
31.73.04.1010,2024-01-09 00:00:00,roa malaka,24.37,87.75,6.63,SW,29.84,2.52,Clear,0.0,1.04,1.28,0.0
31.73.04.1011,2024-01-09 00:00:00,duri selatan,24.37,87.75,6.63,SW,29.84,2.52,Clear,0.0,1.04,1.28,0.0
31.73.01.1001,2024-01-09 02:00:00,cengkareng barat,29.65,92.1,1.08,SW,61.44,8.68,Rain,2.0,1.97,0.76,0.0
31.73.01.1002,2024-01-09 02:00:00,duri kosambi,29.65,92.1,1.08,SW,61.44,8.68,Rain,2.0,1.97,0.76,0.0
31.73.01.1003,2024-01-09 02:00:00,rawa buaya,29.65,92.1,1.08,SW,61.44,8.68,Rain,2.0,1.97,0.76,0.0
31.73.01.1004,2024-01-09 02:00:00,kedaung kali angke,29.65,92.1,1.08,SW,61.44,8.68,Rain,2.0,1.97,0.76,0.0
31.73.01.1005,2024-01-09 02:00:00,kapuk,29.65,92.1,1.08,SW,61.44,8.68,Rain,2.0,1.97,0.76,0.0
31.73.01.1006,2024-01-09 02:00:00,cengkareng timur,29.65,92.1,1.08,SW,61.44,8.68,Rain,2.0,1.97,0.76,0.0
31.73.05.1001,2024-01-09 03:00:00,kebon jeruk,24.66,86.42,5.26,S,26.64,5.48,Thunderstorm,4.0,0.83,1.62,0.0
31.73.05.1002,2024-01-09 03:00:00,sukabumi utara,24.66,86.42,5.26,S,26.64,5.48,Thunderstorm,4.0,0.83,1.62,0.0
31.73.05.1003,2024-01-09 03:00:00,sukabumi selatan,24.66,86.42,5.26,S,26.64,5.48,Thunderstorm,4.0,0.83,1.62,0.0
31.73.05.1004,2024-01-09 03:00:00,kelapa dua,24.66,86.42,5.26,S,26.64,5.48,Thunderstorm,4.0,0.83,1.62,0.0
31.73.05.1005,2024-01-09 03:00:00,duri kepa,24.66,86.42,5.26,S,26.64,5.48,Thunderstorm,4.0,0.83,1.62,0.0
31.73.05.1006,2024-01-09 03:00:00,kedoya utara,24.66,86.42,5.26,S,26.64,5.48,Thunderstorm,4.0,0.83,1.62,0.0
31.73.05.1007,2024-01-09 03:00:00,kedoya selatan,116.7300123772286,281.31618159840104,19.62987290202053,S,124.70593692745688,18.53606053644892,Thunderstorm,10.154376838322504,2.718411634399406,5.094705417759698,0.0
31.73.08.1001,2024-01-09 05:00:00,kembangan utara,90.65121788820298,389.1988777050758,38.144038678107705,SE,205.88114825485897,10.376145132492637,Cloudy,0.0,2.99173604547793,3.505210106799442,0.0
31.73.08.1002,2024-01-09 05:00:00,meruya utara,28.53,82.81,8.47,SE,64.39,3.05,Cloudy,0.0,1.37,1.13,0.0
31.73.08.1003,2024-01-09 05:00:00,meruya selatan,28.53,82.81,8.47,SE,64.39,3.05,Cloudy,0.0,1.37,1.13,0.0
31.73.08.1004,2024-01-09 05:00:00,srengseng,28.53,82.81,8.47,SE,64.39,3.05,Cloudy,0.0,1.37,1.13,0.0
31.73.08.1005,2024-01-09 05:00:00,joglo,28.53,82.81,8.47,SE,64.39,3.05,Cloudy,0.0,1.37,1.13,0.0
31.73.08.1006,2024-01-09 05:00:00,kembangan selatan,28.53,82.81,8.47,SE,64.39,3.05,Cloudy,0.0,1.37,1.13,0.0
31.73.05.1001,2024-01-09 06:00:00,kebon jeruk,29.24,58.87,28.51,SW,78.73,5.89,Thunderstorm,4.0,0.64,1.96,1.0
31.73.05.1002,2024-01-09 06:00:00,sukabumi utara,29.24,58.87,28.51,SW,78.73,5.89,Thunderstorm,4.0,0.64,1.96,1.0
31.73.05.1003,2024-01-09 06:00:00,sukabumi selatan,29.24,58.87,28.51,SW,78.73,5.89,Thunderstorm,4.0,0.64,1.96,1.0
31.73.05.1004,2024-01-09 06:00:00,kelapa dua,29.24,58.87,28.51,SW,78.73,5.89,Thunderstorm,4.0,0.64,1.96,1.0
31.73.05.1005,2024-01-09 06:00:00,duri kepa,29.24,58.87,28.51,SW,78.73,5.89,Thunderstorm,4.0,0.64,1.96,1.0
31.73.05.1006,2024-01-09 06:00:00,kedoya utara,29.24,58.87,28.51,SW,78.73,5.89,Thunderstorm,4.0,0.64,1.96,1.0
31.73.05.1007,2024-01-09 06:00:00,kedoya selatan,29.24,58.87,28.51,SW,78.73,5.89,Thunderstorm,4.0,0.64,1.96,1.0
31.73.04.1001,2024-01-09 07:00:00,tambora,28.41,77.25,17.45,S,57.11,7.25,Thunderstorm,4.0,1.21,0.81,1.0
31.73.04.1002,2024-01-09 07:00:00,kali anyar,28.41,77.25,17.45,S,57.11,7.25,Thunderstorm,4.0,1.21,0.81,1.0
31.73.04.1003,2024-01-09 07:00:00,duri utara,28.41,77.25,17.45,S,57.11,7.25,Thunderstorm,4.0,1.21,0.81,1.0
31.73.04.1004,2024-01-09 07:00:00,tanah sereal,28.41,77.25,17.45,S,57.11,7.25,Thunderstorm,4.0,1.21,0.81,1.0
31.73.04.1005,2024-01-09 07:00:00,krendang,28.41,77.25,17.45,S,57.11,7.25,Thunderstorm,4.0,1.21,0.81,1.0
31.73.04.1006,2024-01-09 07:00:00,jembatan besi,28.41,77.25,17.45,S,57.11,7.25,Thunderstorm,4.0,1.21,0.81,1.0
31.73.04.1007,2024-01-09 07:00:00,angke,28.41,77.25,17.45,S,57.11,7.25,Thunderstorm,4.0,1.21,0.81,1.0
31.73.04.1008,2024-01-09 07:00:00,jembatan lima,28.41,77.25,17.45,S,57.11,7.25,Thunderstorm,4.0,1.21,0.81,1.0
31.73.04.1009,2024-01-09 07:00:00,pekojan,28.41,77.25,17.45,S,57.11,7.25,Thunderstorm,4.0,1.21,0.81,1.0
31.73.04.1010,2024-01-09 07:00:00,roa malaka,28.41,77.25,17.45,S,57.11,7.25,Thunderstorm,4.0,1.21,0.81,1.0
31.73.04.1011,2024-01-09 07:00:00,duri selatan,28.41,77.25,17.45,S,57.11,7.25,Thunderstorm,4.0,1.21,0.81,1.0
31.73.01.1001,2024-01-09 08:00:00,cengkareng barat,28.01,99.23,13.1,W,30.41,5.64,Light Rain,1.0,1.21,0.42,1.0
31.73.01.1002,2024-01-09 08:00:00,duri kosambi,28.01,99.23,13.1,W,30.41,5.64,Light Rain,1.0,1.21,0.42,1.0
31.73.01.1003,2024-01-09 08:00:00,rawa buaya,28.01,99.23,13.1,W,30.41,5.64,Light Rain,1.0,1.21,0.42,1.0
31.73.01.1004,2024-01-09 08:00:00,kedaung kali angke,28.01,99.23,13.1,W,30.41,5.64,Light Rain,1.0,1.21,0.42,1.0
31.73.01.1005,2024-01-09 08:00:00,kapuk,28.01,99.23,13.1,W,30.41,5.64,Light Rain,1.0,1.21,0.42,1.0
31.73.01.1006,2024-01-09 08:00:00,cengkareng timur,28.01,99.23,13.1,W,30.41,5.64,Light Rain,1.0,1.21,0.42,1.0
31.73.08.1001,2024-01-09 09:00:00,kembangan utara,29.6,96.87,17.4,NE,69.99,9.91,Light Rain,1.0,0.95,2.4,0.0
31.73.08.1002,2024-01-09 09:00:00,meruya utara,29.6,96.87,17.4,NE,69.99,9.91,Light Rain,1.0,0.95,2.4,0.0
31.73.08.1003,2024-01-09 09:00:00,meruya selatan,29.6,96.87,17.4,NE,69.99,9.91,Light Rain,1.0,0.95,2.4,0.0
31.73.08.1004,2024-01-09 09:00:00,srengseng,29.6,96.87,17.4,NE,69.99,9.91,Light Rain,1.0,0.95,2.4,0.0
31.73.08.1005,2024-01-09 09:00:00,joglo,29.6,96.87,17.4,NE,69.99,9.91,Light Rain,1.0,0.95,2.4,0.0
31.73.08.1006,2024-01-09 09:00:00,kembangan selatan,29.6,96.87,17.4,NE,69.99,9.91,Light Rain,1.0,0.95,2.4,0.0
31.73.01.1001,2024-01-09 10:00:00,cengkareng barat,25.55,52.16,15.5,NE,17.21,6.5,Light Rain,1.0,1.69,0.39,0.0
31.73.01.1002,2024-01-09 10:00:00,duri kosambi,25.55,52.16,15.5,NE,17.21,6.5,Light Rain,1.0,1.69,0.39,0.0
31.73.01.1003,2024-01-09 10:00:00,rawa buaya,25.55,52.16,15.5,NE,17.21,6.5,Light Rain,1.0,1.69,0.39,0.0
31.73.01.1004,2024-01-09 10:00:00,kedaung kali angke,25.55,52.16,15.5,NE,17.21,6.5,Light Rain,1.0,1.69,0.39,0.0
31.73.01.1005,2024-01-09 10:00:00,kapuk,25.55,52.16,15.5,NE,17.21,6.5,Light Rain,1.0,1.69,0.39,0.0
31.73.01.1006,2024-01-09 10:00:00,cengkareng timur,25.55,52.16,15.5,NE,17.21,6.5,Light Rain,1.0,1.69,0.39,0.0
31.73.04.1001,2024-01-09 11:00:00,tambora,25.82,58.24,22.76,SW,49.77,4.34,Clear,0.0,0.6,0.89,0.0
31.73.04.1002,2024-01-09 11:00:00,kali anyar,25.82,58.24,22.76,SW,49.77,4.34,Clear,0.0,0.6,0.89,0.0
31.73.04.1003,2024-01-09 11:00:00,duri utara,25.82,58.24,22.76,SW,49.77,4.34,Clear,0.0,0.6,0.89,0.0
31.73.04.1004,2024-01-09 11:00:00,tanah sereal,25.82,58.24,22.76,SW,49.77,4.34,Clear,0.0,0.6,0.89,0.0
31.73.04.1005,2024-01-09 11:00:00,krendang,25.82,58.24,22.76,SW,49.77,4.34,Clear,0.0,0.6,0.89,0.0
31.73.04.1006,2024-01-09 11:00:00,jembatan besi,25.82,58.24,22.76,SW,49.77,4.34,Clear,0.0,0.6,0.89,0.0
31.73.04.1007,2024-01-09 11:00:00,angke,25.82,58.24,22.76,SW,49.77,4.34,Clear,0.0,0.6,0.89,0.0
31.73.04.1008,2024-01-09 11:00:00,jembatan lima,74.29901877760904,181.13037087870737,84.89184829884383,SW,219.02550558165004,20.308338006333894,Clear,0.0,2.370173763084738,3.3617202724080135,0.0
31.73.04.1009,2024-01-09 11:00:00,pekojan,25.82,58.24,22.76,SW,49.77,4.34,Clear,0.0,0.6,0.89,0.0
31.73.04.1010,2024-01-09 11:00:00,roa malaka,25.82,58.24,22.76,SW,49.77,4.34,Clear,0.0,0.6,0.89,0.0
31.73.04.1011,2024-01-09 11:00:00,duri selatan,25.82,58.24,22.76,SW,49.77,4.34,Clear,0.0,0.6,0.89,0.0
31.73.01.1001,2024-01-09 12:00:00,cengkareng barat,32.62,56.59,8.47,SE,24.7,7.95,Thunderstorm,4.0,0.95,2.58,0.0
31.73.01.1002,2024-01-09 12:00:00,duri kosambi,32.62,56.59,8.47,SE,24.7,7.95,Thunderstorm,4.0,0.95,2.58,0.0
31.73.01.1003,2024-01-09 12:00:00,rawa buaya,32.62,56.59,8.47,SE,24.7,7.95,Thunderstorm,4.0,0.95,2.58,0.0
31.73.01.1004,2024-01-09 12:00:00,kedaung kali angke,32.62,56.59,8.47,SE,24.7,7.95,Thunderstorm,4.0,0.95,2.58,0.0
31.73.01.1005,2024-01-09 12:00:00,kapuk,32.62,56.59,8.47,SE,24.7,7.95,Thunderstorm,4.0,0.95,2.58,0.0
31.73.01.1006,2024-01-09 12:00:00,cengkareng timur,32.62,56.59,8.47,SE,24.7,7.95,Thunderstorm,4.0,0.95,2.58,0.0
31.73.08.1001,2024-01-09 14:00:00,kembangan utara,27.73,90.89,26.82,SW,28.21,4.46,Thunderstorm,4.0,1.36,2.92,1.0
31.73.08.1002,2024-01-09 14:00:00,meruya utara,27.73,90.89,26.82,SW,28.21,4.46,Thunderstorm,4.0,1.36,2.92,1.0
31.73.08.1003,2024-01-09 14:00:00,meruya selatan,27.73,90.89,26.82,SW,28.21,4.46,Thunderstorm,4.0,1.36,2.92,1.0
31.73.08.1004,2024-01-09 14:00:00,srengseng,27.73,90.89,26.82,SW,28.21,4.46,Thunderstorm,4.0,1.36,2.92,1.0
31.73.08.1005,2024-01-09 14:00:00,joglo,117.23375152291497,380.85908612660756,78.82323797992115,SW,131.24775063371322,10.80343458099439,Thunderstorm,12.383282177647311,5.315998699393459,10.037258684264486,4.034467692757734
31.73.08.1006,2024-01-09 14:00:00,kembangan selatan,27.73,90.89,26.82,SW,28.21,4.46,Thunderstorm,4.0,1.36,2.92,1.0
31.73.08.1001,2024-01-09 15:00:00,kembangan utara,26.71,60.68,28.39,N,44.8,4.12,Heavy Rain,3.0,1.59,2.94,1.0
31.73.08.1002,2024-01-09 15:00:00,meruya utara,26.71,60.68,28.39,N,44.8,4.12,Heavy Rain,3.0,1.59,2.94,1.0
31.73.08.1003,2024-01-09 15:00:00,meruya selatan,26.71,60.68,28.39,N,44.8,4.12,Heavy Rain,3.0,1.59,2.94,1.0
31.73.08.1004,2024-01-09 15:00:00,srengseng,26.71,60.68,28.39,N,44.8,4.12,Heavy Rain,3.0,1.59,2.94,1.0
31.73.08.1005,2024-01-09 15:00:00,joglo,26.71,60.68,28.39,N,44.8,4.12,Heavy Rain,3.0,1.59,2.94,1.0
31.73.08.1006,2024-01-09 15:00:00,kembangan selatan,26.71,60.68,28.39,N,44.8,4.12,Heavy Rain,3.0,1.59,2.94,1.0
31.73.04.1001,2024-01-09 16:00:00,tambora,30.44,75.29,26.78,S,14.6,4.89,Light Rain,1.0,0.85,0.88,0.0
31.73.04.1002,2024-01-09 16:00:00,kali anyar,30.44,75.29,26.78,S,14.6,4.89,Light Rain,1.0,0.85,0.88,0.0
31.73.04.1003,2024-01-09 16:00:00,duri utara,30.44,75.29,26.78,S,14.6,4.89,Light Rain,1.0,0.85,0.88,0.0
31.73.04.1004,2024-01-09 16:00:00,tanah sereal,30.44,75.29,26.78,S,14.6,4.89,Light Rain,1.0,0.85,0.88,0.0
31.73.04.1005,2024-01-09 16:00:00,krendang,30.44,75.29,26.78,S,14.6,4.89,Light Rain,1.0,0.85,0.88,0.0
31.73.04.1006,2024-01-09 16:00:00,jembatan besi,30.44,75.29,26.78,S,14.6,4.89,Light Rain,1.0,0.85,0.88,0.0
31.73.04.1007,2024-01-09 16:00:00,angke,30.44,75.29,26.78,S,14.6,4.89,Light Rain,1.0,0.85,0.88,0.0
31.73.04.1008,2024-01-09 16:00:00,jembatan lima,30.44,75.29,26.78,S,14.6,4.89,Light Rain,1.0,0.85,0.88,0.0
31.73.04.1009,2024-01-09 16:00:00,pekojan,30.44,75.29,26.78,S,14.6,4.89,Light Rain,1.0,0.85,0.88,0.0
31.73.04.1010,2024-01-09 16:00:00,roa malaka,30.44,75.29,26.78,S,14.6,4.89,Light Rain,1.0,0.85,0.88,0.0
31.73.04.1011,2024-01-09 16:00:00,duri selatan,30.44,75.29,26.78,S,14.6,4.89,Light Rain,1.0,0.85,0.88,0.0
31.73.05.1001,2024-01-09 18:00:00,kebon jeruk,24.25,86.64,23.41,N,56.05,5.36,Cloudy,0.0,0.39,2.14,0.0
31.73.05.1002,2024-01-09 18:00:00,sukabumi utara,24.25,86.64,23.41,N,56.05,5.36,Cloudy,0.0,0.39,2.14,0.0
31.73.05.1003,2024-01-09 18:00:00,sukabumi selatan,24.25,86.64,23.41,N,56.05,5.36,Cloudy,0.0,0.39,2.14,0.0
31.73.05.1004,2024-01-09 18:00:00,kelapa dua,24.25,86.64,23.41,N,56.05,5.36,Cloudy,0.0,0.39,2.14,0.0
31.73.05.1005,2024-01-09 18:00:00,duri kepa,24.25,86.64,23.41,N,56.05,5.36,Cloudy,0.0,0.39,2.14,0.0
31.73.05.1006,2024-01-09 18:00:00,kedoya utara,24.25,86.64,23.41,N,56.05,5.36,Cloudy,0.0,0.39,2.14,0.0
31.73.05.1007,2024-01-09 18:00:00,kedoya selatan,24.25,86.64,23.41,N,56.05,5.36,Cloudy,0.0,0.39,2.14,0.0
31.73.01.1001,2024-01-09 19:00:00,cengkareng barat,25.56,77.11,14.29,NE,53.5,8.15,Rain,2.0,1.87,1.41,0.0
31.73.01.1002,2024-01-09 19:00:00,duri kosambi,25.56,77.11,14.29,NE,53.5,8.15,Rain,2.0,1.87,1.41,0.0
31.73.01.1003,2024-01-09 19:00:00,rawa buaya,25.56,77.11,14.29,NE,53.5,8.15,Rain,2.0,1.87,1.41,0.0
31.73.01.1004,2024-01-09 19:00:00,kedaung kali angke,25.56,77.11,14.29,NE,53.5,8.15,Rain,2.0,1.87,1.41,0.0
31.73.01.1005,2024-01-09 19:00:00,kapuk,25.56,77.11,14.29,NE,53.5,8.15,Rain,2.0,1.87,1.41,0.0
31.73.01.1006,2024-01-09 19:00:00,cengkareng timur,25.56,77.11,14.29,NE,53.5,8.15,Rain,2.0,1.87,1.41,0.0
31.73.01.1001,2024-01-09 21:00:00,cengkareng barat,30.59,75.42,6.14,SW,85.52,4.08,Clear,0.0,1.49,2.15,0.0
31.73.01.1002,2024-01-09 21:00:00,duri kosambi,30.59,75.42,6.14,SW,85.52,4.08,Clear,0.0,1.49,2.15,0.0
31.73.01.1003,2024-01-09 21:00:00,rawa buaya,30.59,75.42,6.14,SW,85.52,4.08,Clear,0.0,1.49,2.15,0.0
31.73.01.1004,2024-01-09 21:00:00,kedaung kali angke,30.59,75.42,6.14,SW,85.52,4.08,Clear,0.0,1.49,2.15,0.0
31.73.01.1005,2024-01-09 21:00:00,kapuk,30.59,75.42,6.14,SW,85.52,4.08,Clear,0.0,1.49,2.15,0.0
31.73.01.1006,2024-01-09 21:00:00,cengkareng timur,30.59,75.42,6.14,SW,85.52,4.08,Clear,0.0,1.49,2.15,0.0
31.73.01.1001,2024-01-09 22:00:00,cengkareng barat,24.27,64.88,17.73,N,23.08,8.29,Thunderstorm,4.0,0.14,0.19,1.0
31.73.01.1002,2024-01-09 22:00:00,duri kosambi,48.57574707428116,227.6129081261736,49.47215845691293,N,51.56539179589124,38.48752175050631,Thunderstorm,10.38397981802687,0.5182743112019694,0.5347352952538967,3.7924987269834505
31.73.01.1003,2024-01-09 22:00:00,rawa buaya,24.27,64.88,17.73,N,23.08,8.29,Thunderstorm,4.0,0.14,0.19,1.0
31.73.01.1004,2024-01-09 22:00:00,kedaung kali angke,24.27,64.88,17.73,N,23.08,8.29,Thunderstorm,4.0,0.14,0.19,1.0
31.73.01.1005,2024-01-09 22:00:00,kapuk,24.27,64.88,17.73,N,23.08,8.29,Thunderstorm,4.0,0.14,0.19,1.0
31.73.01.1006,2024-01-09 22:00:00,cengkareng timur,24.27,64.88,17.73,N,23.08,8.29,Thunderstorm,4.0,0.14,0.19,1.0
31.73.05.1001,2024-01-09 23:00:00,kebon jeruk,26.22,78.25,5.58,E,55.51,3.14,Rain,2.0,0.49,2.62,1.0
31.73.05.1002,2024-01-09 23:00:00,sukabumi utara,26.22,78.25,5.58,E,55.51,3.14,Rain,2.0,0.49,2.62,1.0
31.73.05.1003,2024-01-09 23:00:00,sukabumi selatan,26.22,78.25,5.58,E,55.51,3.14,Rain,2.0,0.49,2.62,1.0
31.73.05.1004,2024-01-09 23:00:00,kelapa dua,26.22,78.25,5.58,E,55.51,3.14,Rain,2.0,0.49,2.62,1.0
31.73.05.1005,2024-01-09 23:00:00,duri kepa,26.22,78.25,5.58,E,55.51,3.14,Rain,2.0,0.49,2.62,1.0
31.73.05.1006,2024-01-09 23:00:00,kedoya utara,26.22,78.25,5.58,E,55.51,3.14,Rain,2.0,0.49,2.62,1.0
31.73.05.1007,2024-01-09 23:00:00,kedoya selatan,65.81983097855002,372.9348328690296,24.284016293375675,E,181.02151988557839,11.931194726295033,Rain,5.3571835687106315,1.5873015817469724,8.391388125786428,4.262121318251216
31.73.01.1001,2024-01-10 00:00:00,cengkareng barat,96.00980310921533,272.72043820887166,48.63099198463899,NW,56.99891690495185,9.951307676297823,Thunderstorm,19.4071862388108,2.343086799029947,1.4076729872249039,3.039183307048053
31.73.01.1002,2024-01-10 00:00:00,duri kosambi,26.31,84.44,9.95,NW,15.58,3.02,Thunderstorm,4.0,1.03,0.5,1.0
31.73.01.1003,2024-01-10 00:00:00,rawa buaya,26.31,84.44,9.95,NW,15.58,3.02,Thunderstorm,4.0,1.03,0.5,1.0
31.73.01.1004,2024-01-10 00:00:00,kedaung kali angke,26.31,84.44,9.95,NW,15.58,3.02,Thunderstorm,4.0,1.03,0.5,1.0
